C_size,A_size,log2(nbytes),difficulty,#points,#distinguished_points,log2(#distinguished_points),#collisions,log2(#collisions),#updates,time(sec)
18, 18, 15.321928, 5, 0, 338932, 18.370636, 34587, 15.077942, 132, 141.110602
18, 18, 15.321928, 5, 0, 370567, 18.499375, 37619, 15.199174, 145, 97.563040
18, 18, 15.321928, 5, 0, 1574268, 20.586250, 162297, 17.308277, 617, 408.261198
18, 18, 15.321928, 5, 0, 623964, 19.251103, 63680, 15.958553, 244, 176.319934
18, 18, 15.321928, 5, 0, 1682339, 20.682037, 174380, 17.411875, 659, 316.144378
18, 18, 15.321928, 5, 0, 1118998, 20.093776, 114320, 16.802718, 438, 311.264901
18, 18, 15.321928, 5, 0, 1967949, 20.908261, 201334, 17.619231, 771, 432.765510
18, 18, 15.321928, 5, 0, 940407, 19.842926, 97622, 16.574919, 368, 324.289468
18, 18, 15.321928, 5, 0, 1437421, 20.455051, 147059, 17.166036, 563, 373.541552
18, 18, 15.321928, 5, 0, 2369591, 21.176207, 244301, 17.898300, 928, 525.359936
18, 18, 15.321928, 5, 0, 1402077, 20.419134, 146502, 17.160561, 549, 311.195811
18, 18, 15.321928, 5, 0, 727177, 19.471947, 74712, 16.189052, 285, 286.864139
18, 18, 15.321928, 5, 0, 461714, 18.816640, 47370, 15.531686, 180, 105.036511
18, 18, 15.321928, 5, 0, 83451, 16.348642, 8422, 13.039947, 32, 19.522662
18, 18, 15.321928, 5, 0, 992489, 19.920692, 102703, 16.648119, 389, 183.004555
18, 18, 15.321928, 5, 0, 5846652, 22.479179, 599936, 19.194449, 2292, 1578.798057
18, 18, 15.321928, 5, 0, 277201, 18.080573, 27920, 14.769011, 108, 97.539916
18, 18, 15.321928, 5, 0, 30009, 14.873108, 3154, 11.622967, 11, 7.900981
18, 18, 15.321928, 5, 0, 1323966, 20.336435, 138464, 17.079151, 519, 350.597271
18, 18, 15.321928, 5, 0, 92274, 16.493637, 9582, 13.226111, 36, 25.797425
18, 18, 15.321928, 5, 0, 226624, 17.789941, 23177, 14.500406, 88, 40.661714
18, 18, 15.321928, 5, 0, 256926, 17.970993, 26552, 14.696533, 100, 103.631674
18, 18, 15.321928, 5, 0, 764548, 19.544248, 78940, 16.268469, 299, 220.114988
18, 18, 15.321928, 5, 0, 1260015, 20.265009, 130756, 16.996518, 494, 274.442017
18, 18, 15.321928, 5, 0, 523268, 18.997191, 53528, 15.708006, 205, 139.678368
18, 18, 15.321928, 5, 0, 456730, 18.800982, 46842, 15.515515, 179, 120.988117
18, 18, 15.321928, 5, 0, 1942843, 20.889738, 198914, 17.601785, 762, 1500.640483
18, 18, 15.321928, 5, 0, 1035190, 19.981464, 106618, 16.702091, 405, 298.012088
18, 18, 15.321928, 5, 0, 1581791, 20.593128, 162436, 17.309512, 620, 369.530177
18, 18, 15.321928, 5, 0, 822452, 19.649572, 85414, 16.382185, 322, 231.328296
18, 18, 15.321928, 5, 0, 3221883, 21.619473, 333548, 18.347535, 1263, 901.284709
18, 18, 15.321928, 5, 0, 356054, 18.441737, 36923, 15.172232, 139, 176.863496
18, 18, 15.321928, 5, 0, 342018, 18.383713, 35746, 15.125494, 134, 173.909132
18, 18, 15.321928, 5, 0, 539377, 19.040934, 55292, 15.754783, 211, 171.038918
18, 18, 15.321928, 5, 0, 422112, 18.687266, 43101, 15.395434, 165, 73.810403
18, 18, 15.321928, 5, 0, 1013866, 19.951436, 105010, 16.680167, 397, 684.351885
18, 18, 15.321928, 5, 0, 727187, 19.471967, 75073, 16.196007, 285, 145.162748
18, 18, 15.321928, 5, 0, 441049, 18.750579, 45672, 15.479022, 172, 119.219885
18, 18, 15.321928, 5, 0, 5007204, 22.255574, 519543, 18.986884, 1963, 1507.369866
18, 18, 15.321928, 5, 0, 44555, 15.443300, 4390, 12.100005, 17, 21.835891
18, 18, 15.321928, 5, 0, 491156, 18.905822, 51335, 15.647655, 192, 396.267137
18, 18, 15.321928, 5, 0, 8191, 12.999824, 839, 9.712527, 3, 2.839525
18, 18, 15.321928, 5, 0, 359301, 18.454833, 36264, 15.146250, 140, 115.835691
18, 18, 15.321928, 5, 0, 858947, 19.712210, 89286, 16.446146, 336, 195.969181
18, 18, 15.321928, 5, 0, 2243090, 21.097056, 233002, 17.829983, 879, 634.538810
18, 18, 15.321928, 5, 0, 1044834, 19.994842, 107760, 16.717462, 409, 347.393350
18, 18, 15.321928, 5, 0, 45664, 15.478770, 4782, 12.223398, 17, 11.047544
18, 18, 15.321928, 5, 0, 774255, 19.562449, 80299, 16.293094, 303, 637.419382
18, 18, 15.321928, 5, 0, 2458949, 21.229610, 252755, 17.947380, 964, 689.718460
18, 18, 15.321928, 5, 0, 393152, 18.584728, 41312, 15.334273, 154, 86.331388
18, 18, 15.321928, 5, 0, 313293, 18.257153, 31673, 14.950966, 122, 91.749276
18, 18, 15.321928, 5, 0, 125776, 16.940497, 13480, 13.718533, 49, 24.880309
18, 18, 15.321928, 5, 0, 2339790, 21.157948, 240303, 17.874495, 917, 608.243438
18, 18, 15.321928, 5, 0, 160470, 17.291944, 16462, 14.006852, 62, 31.772627
18, 18, 15.321928, 5, 0, 8741, 13.093583, 917, 9.840778, 3, 6.224868
18, 18, 15.321928, 5, 0, 1572274, 20.584421, 161747, 17.303379, 616, 462.418210
18, 18, 15.321928, 5, 0, 849458, 19.696183, 86911, 16.407251, 333, 235.172413
18, 18, 15.321928, 5, 0, 1209817, 20.206357, 123906, 16.918887, 474, 350.642607
18, 18, 15.321928, 5, 0, 672300, 19.358746, 68214, 16.057780, 263, 172.887058
18, 18, 15.321928, 5, 0, 4200836, 22.002245, 433598, 18.725999, 1646, 1152.078167
18, 18, 15.321928, 5, 0, 738835, 19.494893, 77202, 16.236351, 289, 158.126076
18, 18, 15.321928, 5, 0, 603632, 19.203310, 61346, 15.904682, 236, 132.944220
18, 18, 15.321928, 5, 0, 2770502, 21.401716, 284382, 18.117471, 1086, 929.104804
18, 18, 15.321928, 5, 0, 92855, 16.502692, 9796, 13.257977, 36, 27.334505
18, 18, 15.321928, 5, 0, 663178, 19.339037, 67733, 16.047571, 260, 147.250417
18, 18, 15.321928, 5, 0, 623734, 19.250571, 63830, 15.961947, 244, 156.327025
18, 18, 15.321928, 5, 0, 2271574, 21.115261, 233815, 17.835008, 890, 589.135917
18, 18, 15.321928, 5, 0, 19845, 14.276488, 1974, 10.946906, 7, 6.822822
18, 18, 15.321928, 5, 0, 885018, 19.755347, 91714, 16.484854, 347, 151.986859
18, 18, 15.321928, 5, 0, 2730137, 21.380542, 282520, 18.107993, 1070, 569.131774
18, 18, 15.321928, 5, 0, 212952, 17.700169, 21977, 14.423707, 83, 118.697112
18, 18, 15.321928, 5, 0, 756546, 19.529068, 79224, 16.273650, 296, 202.449395
18, 18, 15.321928, 5, 0, 1796620, 20.776854, 185643, 17.502171, 704, 455.636823
18, 18, 15.321928, 5, 0, 2613192, 21.317382, 269049, 18.037509, 1024, 731.306892
18, 18, 15.321928, 5, 0, 58132, 15.827045, 5968, 12.543032, 22, 24.497729
18, 18, 15.321928, 5, 0, 211019, 17.687013, 21769, 14.409988, 82, 72.781641
18, 18, 15.321928, 5, 0, 2962973, 21.498614, 305695, 18.221733, 1162, 826.955725
18, 18, 15.321928, 5, 0, 84469, 16.366134, 8637, 13.076315, 33, 23.546406
18, 18, 15.321928, 5, 0, 1692962, 20.691118, 173605, 17.405449, 663, 532.159508
18, 18, 15.321928, 5, 0, 3612171, 21.784435, 370192, 18.497914, 1416, 804.600308
18, 18, 15.321928, 5, 0, 442608, 18.755670, 45477, 15.472849, 173, 115.237672
18, 18, 15.321928, 5, 0, 234905, 17.841718, 24364, 14.572463, 92, 84.309826
18, 18, 15.321928, 5, 0, 4037360, 21.944981, 414999, 18.662748, 1583, 1062.010914
18, 18, 15.321928, 5, 0, 1003170, 19.936135, 103245, 16.655712, 393, 272.788590
18, 18, 15.321928, 5, 0, 855024, 19.705605, 88096, 16.426789, 335, 456.545431
18, 18, 15.321928, 5, 0, 368187, 18.490079, 38079, 15.216708, 144, 74.288451
18, 18, 15.321928, 5, 0, 1181439, 20.172114, 122763, 16.905516, 463, 300.760141
18, 18, 15.321928, 5, 0, 161980, 17.305456, 17324, 14.080484, 63, 35.058158
18, 18, 15.321928, 5, 0, 1769643, 20.755027, 182525, 17.477735, 693, 400.660859
18, 18, 15.321928, 5, 0, 6691779, 22.673958, 690388, 19.397048, 2623, 1734.707558
18, 18, 15.321928, 5, 0, 6045813, 22.527505, 622215, 19.247054, 2369, 1317.420600
18, 18, 15.321928, 5, 0, 34489, 15.073849, 3490, 11.769011, 13, 6.125594
18, 18, 15.321928, 5, 0, 3667, 11.840385, 438, 8.774787, 1, 16.887656
18, 18, 15.321928, 5, 0, 1561767, 20.574748, 160071, 17.288352, 612, 491.399982
18, 18, 15.321928, 5, 0, 109586, 16.741704, 11031, 13.429276, 43, 28.387716
18, 18, 15.321928, 5, 0, 227054, 17.792676, 23013, 14.490161, 89, 65.586310
18, 18, 15.321928, 5, 0, 1816150, 20.792452, 188537, 17.524488, 712, 354.525241
18, 18, 15.321928, 5, 0, 2769542, 21.401216, 286099, 18.126155, 1085, 785.705055
18, 18, 15.321928, 5, 0, 37367, 15.189477, 3750, 11.872675, 14, 7.737092
18, 18, 15.321928, 5, 0, 96993, 16.565593, 10236, 13.321364, 38, 19.523413
18, 18, 15.321928, 5, 0, 908677, 19.793408, 93354, 16.510424, 356, 277.582629
18, 18, 15.321928, 5, 0, 220042, 17.747419, 22389, 14.450502, 86, 36.342877
18, 18, 15.321928, 5, 0, 50166, 15.614422, 5243, 12.356177, 19, 11.629358
18, 18, 15.321928, 5, 0, 1336669, 20.350211, 136883, 17.062584, 524, 400.575927
18, 18, 15.321928, 5, 0, 200499, 17.613236, 20792, 14.343741, 78, 80.869596
18, 18, 15.321928, 5, 0, 1088023, 20.053278, 111891, 16.771734, 426, 328.162172
18, 18, 15.321928, 5, 0, 348496, 18.410783, 35655, 15.121817, 136, 108.149086
18, 18, 15.321928, 5, 0, 285689, 18.124086, 29763, 14.861232, 112, 98.894044
18, 18, 15.321928, 5, 0, 2143941, 21.031834, 220889, 17.752962, 840, 736.796199
18, 18, 15.321928, 5, 0, 825723, 19.655298, 85466, 16.383063, 323, 274.353585
18, 18, 15.321928, 5, 0, 1767700, 20.753442, 180531, 17.461887, 692, 355.153045
18, 18, 15.321928, 5, 0, 121226, 16.887340, 12574, 13.618156, 47, 23.343144
18, 18, 15.321928, 5, 0, 1377095, 20.393197, 142235, 17.117917, 540, 483.151299
18, 18, 15.321928, 5, 0, 992681, 19.920971, 103346, 16.657123, 389, 340.343533
18, 18, 15.321928, 5, 0, 309812, 18.241033, 32206, 14.975042, 121, 90.684516
18, 18, 15.321928, 5, 0, 486471, 18.891994, 49553, 15.596685, 190, 97.526618
18, 18, 15.321928, 5, 0, 319984, 18.287640, 33613, 15.036732, 125, 152.479465
18, 18, 15.321928, 5, 0, 1872114, 20.836237, 192484, 17.554379, 733, 923.278932
18, 18, 15.321928, 5, 0, 55973, 15.772443, 6131, 12.581907, 22, 18.651816
18, 18, 15.321928, 5, 0, 218049, 17.734293, 22334, 14.446954, 85, 64.888557
18, 18, 15.321928, 5, 0, 366175, 18.482174, 37820, 15.206862, 143, 126.372642
18, 18, 15.321928, 5, 0, 647517, 19.304559, 66944, 16.030667, 253, 123.485251
18, 18, 15.321928, 5, 0, 372352, 18.506308, 38711, 15.240456, 145, 196.330243
18, 18, 15.321928, 5, 0, 670129, 19.354079, 68024, 16.053756, 262, 135.147186
18, 18, 15.321928, 5, 0, 410241, 18.646112, 41807, 15.351457, 160, 116.023960
18, 18, 15.321928, 5, 0, 7458089, 22.830375, 768484, 19.551656, 2924, 2732.553457
18, 18, 15.321928, 5, 0, 521873, 18.993339, 53420, 15.705092, 204, 141.297575
18, 18, 15.321928, 5, 0, 569623, 19.119648, 57656, 15.815183, 223, 140.359558
18, 18, 15.321928, 5, 0, 529063, 19.013080, 53488, 15.706928, 207, 145.294073
18, 18, 15.321928, 5, 0, 216934, 17.726897, 22482, 14.456483, 85, 74.940200
18, 18, 15.321928, 5, 0, 196667, 17.585395, 19696, 14.265615, 77, 52.648772
18, 18, 15.321928, 5, 0, 1867281, 20.832508, 193307, 17.560534, 732, 463.392838
18, 18, 15.321928, 5, 0, 7300824, 22.799628, 749954, 19.516443, 2862, 2036.347949
18, 18, 15.321928, 5, 0, 8059, 12.976385, 948, 9.888743, 3, 3.002043
18, 18, 15.321928, 5, 0, 877179, 19.742512, 89842, 16.455102, 344, 147.350091
18, 18, 15.321928, 5, 0, 1419605, 20.437058, 146106, 17.156656, 556, 424.416486
18, 18, 15.321928, 5, 0, 260018, 17.988252, 26695, 14.704282, 101, 64.513674
18, 18, 15.321928, 5, 0, 1893976, 20.852987, 193385, 17.561116, 742, 677.372440
18, 18, 15.321928, 5, 0, 334570, 18.351949, 35122, 15.100087, 131, 92.203938
18, 18, 15.321928, 5, 0, 246521, 17.911351, 25539, 14.640414, 96, 54.670117
18, 18, 15.321928, 5, 0, 779533, 19.572251, 79769, 16.283541, 305, 162.905606
18, 18, 15.321928, 5, 0, 848449, 19.694468, 86845, 16.406155, 332, 200.464654
18, 18, 15.321928, 5, 0, 55764, 15.767046, 5567, 12.442684, 21, 28.894224
18, 18, 15.321928, 5, 0, 110828, 16.757963, 11177, 13.448245, 43, 37.382326
18, 18, 15.321928, 5, 0, 375546, 18.518630, 38931, 15.248632, 147, 60.295356
18, 18, 15.321928, 5, 0, 4338972, 22.048922, 448988, 18.776317, 1701, 1770.347771
18, 18, 15.321928, 5, 0, 168276, 17.360470, 17193, 14.069534, 65, 66.040065
18, 18, 15.321928, 5, 0, 143228, 17.127954, 15050, 13.877476, 56, 72.328786
18, 18, 15.321928, 5, 0, 1916731, 20.870216, 197171, 17.589088, 751, 345.443675
18, 18, 15.321928, 5, 0, 927091, 19.822351, 95070, 16.536703, 363, 215.495243
18, 18, 15.321928, 5, 0, 230986, 17.817446, 24271, 14.566946, 90, 88.104182
18, 18, 15.321928, 5, 0, 5038675, 22.264613, 521770, 18.993054, 1975, 1506.287820
18, 18, 15.321928, 5, 0, 597466, 19.188497, 60129, 15.875773, 234, 125.473387
18, 18, 15.321928, 5, 0, 288796, 18.139691, 30068, 14.875941, 113, 58.182900
18, 18, 15.321928, 5, 0, 253599, 17.952190, 26176, 14.675957, 99, 70.214814
18, 18, 15.321928, 5, 0, 811026, 19.629389, 83459, 16.348780, 317, 152.954484
18, 18, 15.321928, 5, 0, 664238, 19.341341, 68038, 16.054053, 260, 144.471044
18, 18, 15.321928, 5, 0, 1393930, 20.410727, 143415, 17.129836, 546, 403.091718
18, 18, 15.321928, 5, 0, 946726, 19.852587, 96046, 16.551438, 371, 275.397345
18, 18, 15.321928, 5, 0, 145545, 17.151106, 14639, 13.837529, 57, 26.688326
18, 18, 15.321928, 5, 0, 293149, 18.161275, 29813, 14.863654, 115, 66.962859
18, 18, 15.321928, 5, 0, 88338, 16.430747, 9192, 13.166163, 34, 29.163353
18, 18, 15.321928, 5, 0, 1040471, 19.988805, 107126, 16.708949, 408, 222.342738
18, 18, 15.321928, 5, 0, 181913, 17.472889, 19256, 14.233020, 71, 45.976403
18, 18, 15.321928, 5, 0, 1435235, 20.452856, 147757, 17.172867, 562, 407.641919
18, 18, 15.321928, 5, 0, 143653, 17.132229, 14554, 13.829128, 56, 29.018276
18, 18, 15.321928, 5, 0, 72506, 16.145813, 7514, 12.875365, 28, 30.594108
18, 18, 15.321928, 5, 0, 309699, 18.240507, 32445, 14.985709, 121, 106.314390
18, 18, 15.321928, 5, 0, 1806343, 20.784640, 185898, 17.504152, 708, 928.705743
18, 18, 15.321928, 5, 0, 1324074, 20.336552, 136924, 17.063016, 519, 240.065140
18, 18, 15.321928, 5, 0, 1422768, 20.440269, 145608, 17.151730, 557, 499.668645
18, 18, 15.321928, 5, 0, 2554960, 21.284869, 263614, 18.008067, 1001, 563.914422
18, 18, 15.321928, 5, 0, 13130, 13.680579, 1498, 10.548822, 5, 14.833795
18, 18, 15.321928, 5, 0, 423485, 18.691951, 43789, 15.418281, 166, 187.904335
18, 18, 15.321928, 5, 0, 125376, 16.935902, 12936, 13.659104, 49, 63.858111
18, 18, 15.321928, 5, 0, 25521, 14.639397, 2802, 11.452241, 10, 5.208183
18, 18, 15.321928, 5, 0, 3178924, 21.600107, 327577, 18.321475, 1246, 971.145733
18, 18, 15.321928, 5, 0, 118952, 16.860020, 11996, 13.550266, 46, 24.574427
18, 18, 16.321928, 5, 0, 2015758, 20.942891, 356442, 18.443308, 395, 488.840980
18, 18, 16.321928, 5, 0, 4709622, 22.167180, 842985, 19.685147, 923, 1351.104400
18, 18, 16.321928, 5, 0, 499482, 18.930073, 88577, 16.434645, 97, 139.904171
18, 18, 16.321928, 5, 0, 1530677, 20.545738, 271747, 18.051905, 300, 456.779300
18, 18, 16.321928, 5, 0, 1738323, 20.729265, 308589, 18.235327, 340, 640.846924
18, 18, 16.321928, 5, 0, 6747964, 22.686021, 1200973, 20.195772, 1322, 1381.383681
18, 18, 16.321928, 5, 0, 913992, 19.801822, 162603, 17.310994, 179, 262.192809
18, 18, 16.321928, 5, 0, 1551087, 20.564848, 282425, 18.107508, 304, 343.743183
18, 18, 16.321928, 5, 0, 165938, 17.340285, 29386, 14.842841, 32, 39.656490
18, 18, 16.321928, 5, 0, 42591, 15.378261, 7566, 12.885315, 8, 14.579646
18, 18, 16.321928, 5, 0, 57038, 15.799636, 10104, 13.302639, 11, 11.240749
18, 18, 16.321928, 5, 0, 49744, 15.602235, 8674, 13.082482, 9, 18.787281
18, 18, 16.321928, 5, 0, 107065, 16.708127, 18563, 14.180142, 20, 68.434153
18, 18, 16.321928, 5, 0, 1710122, 20.705668, 302798, 18.207996, 335, 464.458988
18, 18, 16.321928, 5, 0, 346947, 18.404356, 62138, 15.923188, 68, 146.051883
18, 18, 16.321928, 5, 0, 955167, 19.865393, 170787, 17.381839, 187, 275.680668
18, 18, 16.321928, 5, 0, 46147, 15.493949, 9179, 13.164121, 9, 18.357546
18, 18, 16.321928, 5, 0, 295097, 18.170830, 52303, 15.674606, 57, 71.207370
18, 18, 16.321928, 5, 0, 484517, 18.886188, 85706, 16.387109, 95, 127.339144
18, 18, 16.321928, 5, 0, 538675, 19.039056, 97788, 16.577370, 105, 153.316954
18, 18, 16.321928, 5, 0, 444704, 18.762486, 79660, 16.281568, 87, 156.293951
18, 18, 16.321928, 5, 0, 1554903, 20.568393, 272830, 18.057643, 305, 464.201067
18, 18, 16.321928, 5, 0, 3089158, 21.558782, 548052, 19.063953, 605, 703.166642
18, 18, 16.321928, 5, 0, 644496, 19.297812, 116512, 16.830119, 126, 167.978854
18, 18, 16.321928, 5, 0, 586906, 19.162770, 101150, 16.626137, 115, 166.254355
18, 18, 16.321928, 5, 0, 493566, 18.912883, 89231, 16.445257, 96, 156.932513
18, 18, 16.321928, 5, 0, 848273, 19.694169, 149476, 17.189554, 166, 240.494087
18, 18, 16.321928, 5, 0, 659594, 19.331219, 116209, 16.826362, 129, 257.103450
18, 18, 16.321928, 5, 0, 606742, 19.210724, 108419, 16.726258, 118, 170.307996
18, 18, 16.321928, 5, 0, 222050, 17.760525, 38733, 15.241276, 43, 56.432832
18, 18, 16.321928, 5, 0, 1532563, 20.547515, 272665, 18.056770, 300, 452.465095
18, 18, 16.321928, 5, 0, 544520, 19.054626, 95599, 16.544708, 106, 192.473980
18, 18, 16.321928, 5, 0, 229204, 17.806273, 41199, 15.330322, 44, 43.487025
18, 18, 16.321928, 5, 0, 348074, 18.409035, 61884, 15.917279, 68, 73.853747
18, 18, 16.321928, 5, 0, 206333, 17.654615, 36730, 15.164671, 40, 73.913808
18, 18, 16.321928, 5, 0, 674085, 19.362571, 118498, 16.854503, 132, 172.932549
18, 18, 16.321928, 5, 0, 590979, 19.172747, 106420, 16.699410, 115, 213.999837
18, 18, 16.321928, 5, 0, 38947, 15.249225, 6627, 12.694140, 7, 19.125885
18, 18, 16.321928, 5, 0, 961065, 19.874274, 171418, 17.387159, 188, 290.623950
18, 18, 16.321928, 5, 0, 435144, 18.731133, 77541, 16.242672, 85, 94.506873
18, 18, 16.321928, 5, 0, 915161, 19.803666, 162257, 17.307921, 179, 237.163080
18, 18, 16.321928, 5, 0, 996655, 19.926735, 179546, 17.453994, 195, 231.813965
18, 18, 16.321928, 5, 0, 127276, 16.957601, 22755, 14.473896, 24, 53.044714
18, 18, 16.321928, 5, 0, 278424, 18.086924, 48721, 15.572256, 54, 90.636755
18, 18, 16.321928, 5, 0, 755814, 19.527672, 131292, 17.002419, 148, 168.653704
18, 18, 16.321928, 5, 0, 74579, 16.186482, 13576, 13.728771, 14, 33.948622
18, 18, 16.321928, 5, 0, 358803, 18.452832, 62737, 15.937029, 70, 74.547587
18, 18, 16.321928, 5, 0, 509335, 18.958255, 89341, 16.447035, 99, 182.306277
18, 18, 16.321928, 5, 0, 342792, 18.386974, 61601, 15.910666, 67, 99.031653
18, 18, 16.321928, 5, 0, 1019671, 19.959672, 181874, 17.472580, 199, 225.479341
18, 18, 16.321928, 5, 0, 2227699, 21.087123, 391704, 18.579404, 437, 456.391686
18, 18, 16.321928, 5, 0, 114853, 16.809429, 20572, 14.328394, 22, 26.656688
18, 18, 16.321928, 5, 0, 129271, 16.980039, 23157, 14.499161, 25, 124.912125
18, 18, 16.321928, 5, 0, 1570058, 20.582386, 282988, 18.110381, 307, 659.068184
18, 18, 16.321928, 5, 0, 22268, 14.442684, 3920, 11.936638, 4, 20.610756
18, 18, 16.321928, 5, 0, 205176, 17.646502, 35657, 15.121898, 40, 47.026443
18, 18, 16.321928, 5, 0, 743275, 19.503537, 132274, 17.013170, 145, 168.550700
18, 18, 16.321928, 5, 0, 189696, 17.533330, 32453, 14.986064, 37, 40.115047
18, 18, 16.321928, 5, 0, 238523, 17.863769, 42598, 15.378498, 46, 118.271418
18, 18, 16.321928, 5, 0, 148638, 17.181443, 27131, 14.727655, 29, 56.018067
18, 18, 16.321928, 5, 0, 1219222, 20.217529, 215795, 17.719302, 239, 364.514210
18, 18, 16.321928, 5, 0, 103168, 16.654636, 18168, 14.149112, 20, 43.194180
18, 18, 16.321928, 5, 0, 2005232, 20.935338, 351821, 18.424482, 393, 517.043020
18, 18, 16.321928, 5, 0, 147439, 17.169759, 25650, 14.646671, 28, 28.772135
18, 18, 16.321928, 5, 0, 4429576, 22.078737, 787333, 19.586614, 868, 899.895923
18, 18, 16.321928, 5, 0, 34691, 15.082274, 6115, 12.578137, 6, 14.911447
18, 18, 16.321928, 5, 0, 240222, 17.874009, 42344, 15.369870, 47, 97.520135
18, 18, 16.321928, 5, 0, 301508, 18.201837, 53324, 15.702497, 59, 83.557445
18, 18, 16.321928, 5, 0, 364078, 18.473888, 64558, 15.978308, 71, 100.969588
18, 18, 16.321928, 5, 0, 313363, 18.257475, 55517, 15.760642, 61, 123.750804
18, 18, 16.321928, 5, 0, 72420, 16.144101, 13099, 13.677169, 14, 30.095319
18, 18, 16.321928, 5, 0, 971909, 19.890462, 172148, 17.393290, 190, 205.630873
18, 18, 16.321928, 5, 0, 3336171, 21.669762, 587957, 19.165351, 653, 992.408780
18, 18, 16.321928, 5, 0, 1083260, 20.046948, 188340, 17.522980, 212, 242.050633
18, 18, 16.321928, 5, 0, 283957, 18.115313, 50745, 15.630978, 55, 118.717928
18, 18, 16.321928, 5, 0, 452550, 18.787718, 80271, 16.292591, 88, 95.262171
18, 18, 16.321928, 5, 0, 1379088, 20.395283, 245244, 17.903858, 270, 374.555740
18, 18, 16.321928, 5, 0, 243301, 17.892383, 42314, 15.368847, 47, 81.178237
18, 18, 16.321928, 5, 0, 2032635, 20.954920, 362541, 18.467785, 398, 910.952778
18, 18, 16.321928, 5, 0, 138511, 17.079641, 24525, 14.581966, 27, 38.898451
18, 18, 16.321928, 5, 0, 586704, 19.162273, 103484, 16.659048, 115, 144.726571
18, 18, 16.321928, 5, 0, 960834, 19.873928, 172743, 17.398268, 188, 332.467361
18, 18, 16.321928, 5, 0, 87364, 16.414751, 15674, 13.936086, 17, 20.956898
18, 18, 16.321928, 5, 0, 2101251, 21.002817, 372373, 18.506389, 411, 428.082050
18, 18, 16.321928, 5, 0, 759699, 19.535068, 134607, 17.038394, 148, 166.960608
18, 18, 16.321928, 5, 0, 1390350, 20.407017, 249064, 17.926157, 272, 446.726324
18, 18, 16.321928, 5, 0, 268851, 18.036447, 48365, 15.561676, 52, 78.806747
18, 18, 16.321928, 5, 0, 371386, 18.502560, 65100, 15.990370, 72, 111.745478
18, 18, 16.321928, 5, 0, 1104809, 20.075366, 196240, 17.582260, 216, 283.901490
18, 18, 16.321928, 5, 0, 1242058, 20.244301, 220974, 17.753517, 243, 273.610284
18, 18, 16.321928, 5, 0, 1136905, 20.116680, 202267, 17.625901, 222, 339.979813
18, 18, 16.321928, 5, 0, 689390, 19.394961, 123385, 16.912807, 135, 171.574841
18, 18, 16.321928, 5, 0, 939261, 19.841167, 168020, 17.358273, 184, 333.482818
18, 18, 16.321928, 5, 0, 24205, 14.563017, 4263, 12.057653, 4, 11.152009
18, 18, 16.321928, 5, 0, 935336, 19.835125, 166691, 17.346817, 183, 202.054729
18, 18, 16.321928, 5, 0, 162110, 17.306614, 28693, 14.808411, 31, 76.282025
18, 18, 16.321928, 5, 0, 628462, 19.261466, 111625, 16.768301, 123, 177.400339
18, 18, 16.321928, 5, 0, 724033, 19.465696, 126224, 16.945627, 142, 267.129088
18, 18, 16.321928, 5, 0, 3467682, 21.725540, 616603, 19.233982, 679, 960.372118
18, 18, 16.321928, 5, 0, 180408, 17.460904, 32555, 14.990592, 35, 85.265778
18, 18, 16.321928, 5, 0, 474, 8.888743, 85, 6.409391, 0, 2.606502
18, 18, 16.321928, 5, 0, 921948, 19.814326, 165568, 17.337064, 180, 235.597894
18, 18, 16.321928, 5, 0, 238937, 17.866271, 42057, 15.360058, 46, 65.013677
18, 18, 16.321928, 5, 0, 1685408, 20.684666, 301342, 18.201042, 330, 429.992180
18, 18, 16.321928, 5, 0, 225860, 17.785069, 38862, 15.246073, 44, 49.630547
18, 18, 16.321928, 5, 0, 853113, 19.702377, 151869, 17.212468, 167, 290.099234
18, 18, 16.321928, 5, 0, 1381796, 20.398113, 242333, 17.886631, 270, 332.406530
18, 18, 16.321928, 5, 0, 1314770, 20.326379, 235798, 17.847192, 257, 407.969805
18, 18, 16.321928, 5, 0, 1355571, 20.370469, 241597, 17.882243, 265, 455.211406
18, 18, 16.321928, 5, 0, 2013897, 20.941558, 355126, 18.437971, 394, 468.507015
18, 18, 16.321928, 5, 0, 503010, 18.940228, 88914, 16.440123, 98, 129.679567
18, 18, 16.321928, 5, 0, 4392726, 22.066685, 779660, 19.572486, 861, 871.957730
18, 18, 16.321928, 5, 0, 999575, 19.930955, 176120, 17.426199, 196, 323.592782
18, 18, 16.321928, 5, 0, 161175, 17.298268, 28324, 14.789737, 31, 72.135516
18, 18, 16.321928, 5, 0, 731280, 19.480064, 130310, 16.991588, 143, 186.057399
18, 18, 16.321928, 5, 0, 71829, 16.132279, 12522, 13.612177, 14, 25.682768
18, 18, 16.321928, 5, 0, 1277346, 20.284718, 227602, 17.796154, 250, 285.750860
18, 18, 16.321928, 5, 0, 344990, 18.396195, 60306, 15.880014, 67, 85.078652
18, 18, 16.321928, 5, 0, 198908, 17.601742, 34282, 15.065164, 39, 54.127423
18, 18, 16.321928, 5, 0, 118911, 16.859523, 20914, 14.352181, 23, 60.715769
18, 18, 16.321928, 5, 0, 600959, 19.196907, 108786, 16.731133, 117, 207.144767
18, 18, 16.321928, 5, 0, 1007765, 19.942728, 180935, 17.465112, 197, 620.012241
